,grantee_num,States,cofips_g,city,grantee_name,address,city_name,grantee_name65
205,20024,NY,93,5550,VOLUNTEERS FOR INTERNATION TECHNICAL ASS,COLLEGE CAMPUS,SCHENEDTADY,VOLUNTEERS FOR INTERNATION TECHNICAL ASS
206,20026,NY,5,4170,ALBERT EINSTEIN COLLEGE OF MEDICINE,1300 MORRIS PARK AVE,BRONX,ALBERT EINSTEIN COLLEGE OF MEDICINE
208,20028,NY,61,4170,ASPIRA OF NEW YORK,296 5TH AVENUE,NEW YORK,ASPIRA OF NEW YORK
209,20029,NY,55,5230,NEIGHBORHOOD HEALTH CNTERS OF MONROE CNY,1351 MOUNT HOPE AVENUE,ROCHESTER,NEIGHBORHOOD HEALTH CNTERS OF MONROE CNY
210,20031,NY,5,4170,MADISON SQUARE BOYS CLUB BRONX DIV,1665 HOE AVE,BRONX,MADISON SQUARE BOYS CLUB BRONX DIV
211,20034,NY,81,4170,NATIONAL URBAN LEAGUE,55 EAST 52ND STREET,NEW YORK,NATIONAL URBAN LEAGUE
214,20038,NY,61,4170,NATL SCHOLARSHIP SERV FD FOR NEGRO STUD,1776 BROADWAY,NEW YORK,NATL SCHOLARSHIP SERV FD FOR NEGRO STUD
216,20041,NY,5,4170,HUNTS POINT COMMUNITY CORPORATION,1463 SOUTHERN BOULEVARD,NEW YORK,HUNTS POINT COMMUNITY CORPORATION
217,20042,NY,119,1870,COORDINATED HUMAN SVS OF WESTCHESTER INC,2 EAST MAIN STREET,ELMSFORD,COORDINATED HUMAN SVS OF WESTCHESTER INC
218,20044,NY,21,5995,BLUE HEAVEN FARMS INC,SCHOOL HOUSE ROAD BOX 53,STUYVESANT,BLUE HEAVEN FARMS INC
220,20047,NY,61,4170,COLLEGE OF HUMAN SERVICES,201 VARICK STREET,NEW YORK,COLLEGE OF HUMAN SERVICES
244,20624,NY,61,4170,BANK STREET COLLEGE OF EDUCATION,610 W 112TH ST ROOM 618,NEW YORK,BANK STREET COLLEGE OF EDUCATION
245,20627,NY,61,4170,BETH ISRAEL MEDICAL CENTER,9 GOUVERNEUR SLIP,NEW YORK,BETH ISRAEL MEDICAL CENTER
246,20699,NY,61,4170,COMMUNITY DEVELOPMENT AGENCY,349 BROADWAY,NEW YORK,COMMUNITY DEVELOPMENT AGENCY
247,20807,NY,61,4170,MOBILIZATION FOR YOUTH INC,214 EAST SECOND STREET,NEW YORK,MOBILIZATION FOR YOUTH INC
248,20832,NY,61,4170,NEW YORK CITY RENT REHABILITATION ADMIN,280 BROADWAY,NEW YORK,NEW YORK CITY RENT REHABILITATION ADMIN
249,20834,NY,1,50,NEW YORK STATE OFFICE FOR LOCAL GOVT,155 WASHINGTON AVE,ALBANY,NEW YORK STATE OFFICE FOR LOCAL GOVT
250,20843,NY,61,4170,RESEARCH FOUNDATION CITY UNIV. OF N. Y.,33 WEST 42ND STREET,NEW YORK,RESEARCH FOUNDATION CITY UNIV. OF N. Y.
251,20938,NY,61,4170,TRUSTEES OF COLUMBIA UNIVERSITY,BOX 20 LOW MEMORIAL LIBR.,NEW YORK,TRUSTEES OF COLUMBIA UNIVERSITY
252,21002,NY,1,50,"ALBANY COUNTY OPPORTUNITY, INC",3 PLAZA,ALBANY,"ALBANY COUNTY OPPORTUNITY, INC"
253,21009,NY,1,50,LEGAL AID SOCIETY OF ALBANY INC,79 N PEARL STREET,ALBANY,LEGAL AID SOCIETY OF ALBANY INC
254,21020,NY,5,4170,MONTEFIORE HOSPITAL AND MEDICAL CENTER,111 EAST 210TH ST,BRONX,MONTEFIORE HOSPITAL AND MEDICAL CENTER
255,21027,NY,7,540,"OPPORTUNITIES FOR BROOME, INC",320 CHENANGO ST,BINGHAMTON,"OPPORTUNITIES FOR BROOME, INC"
256,21035,NY,9,3300,CATTARANGUS COMMUNITY ACTION INC,200 ERIE ST,LITTLE VALLEY,CATTARANGUS COMMUNITY ACTION INC
257,21039,NY,11,310,"CAYUGA COUNTY ACTION PROGRAM, INC",14-16 THORNTON AVE,AUBURN,"CAYUGA COUNTY ACTION PROGRAM, INC"
258,21045,NY,13,3640,"CHAUTAUQUA OPPORTUNITIES, INC",12 BLANCHARD ST,MAYVILLE,"CHAUTAUQUA OPPORTUNITIES, INC"
259,21050,NY,15,1850,"ECONOMIC OP PROG, INC OF CHEMUNG CTY",403 E 3RD ST,ELMIRA,"ECONOMIC OP PROG, INC OF CHEMUNG CTY"
260,21051,NY,17,4350,"OPPORTUNITIES FOR CHENANGO, INC",12 W PARK PL,NORWICH,"OPPORTUNITIES FOR CHENANGO, INC"
261,21052,NY,19,4880,"JT COUNCIL, EO, PLATTSBURG-CLINTON COS.","PO BOX 758, 4 MONTCLAM AVE",PLATTSBURGH,"JT COUNCIL, EO, PLATTSBURG-CLINTON COS."
262,21064,NY,23,1380,OPPORTUNITIES FOR CORTLAND COUNTY INC,133 HOMER AVENUE,CORTLAND,OPPORTUNITIES FOR CORTLAND COUNTY INC
263,21069,NY,25,1490,DELAWARE OPPORTUNITIES INC,129 MAIN ST,DELHI,DELAWARE OPPORTUNITIES INC
264,21075,NY,27,5030,DUTCHESS COUNTY COM FOR EC OP INC,469 MAIN ST,POUGHKEEPSIE,DUTCHESS COUNTY COM FOR EC OP INC
265,21095,NY,29,750,"CA ORGAN OF ERIE COUNTY, INC",402 BROADWAY,BUFFALO,"CA ORGAN OF ERIE COUNTY, INC"
266,21116,NY,33,3460,"FRANKLIN COUNTY EC OPPOR COUNCIL, INC",64 ELM ST,MALONE,"FRANKLIN COUNTY EC OPPOR COUNCIL, INC"
267,21124,NY,45,6450,"CA PLAN COUN OF JEFFERSON CNTY, INC",17-19 THE ARCADE,WATERTOWN,"CA PLAN COUN OF JEFFERSON CNTY, INC"
268,21126,NY,49,3370,"LEWIS COUNTY OPPORTUNITIES, INC",LEWIS COUNTY CT HOUSE,LOWVILLE,"LEWIS COUNTY OPPORTUNITIES, INC"
269,21130,NY,55,5230,ACTION FOR A BETTER COMMUNITY,244 PLYMOUTH AVE S,ROCHESTER,ACTION FOR A BETTER COMMUNITY
270,21143,NY,57,2050,"FULMONT DEVELOPMENT FACILITY, INC",OLD COURTHOUSE,FONDA,"FULMONT DEVELOPMENT FACILITY, INC"
271,21158,NY,59,2600,"EC OP COMMISSION OF NASSAU CNTY, INC",106 MAIN ST,HEMPSTEAD,"EC OP COMMISSION OF NASSAU CNTY, INC"
272,21183,NY,63,4210,"NIAGARA CAP, INC",220 1ST ST,NIAGARA FALLS,"NIAGARA CAP, INC"
273,21191,NY,65,6220,UTICA COMMUNITY ACTION INC,1415 SUNSET AVE,UTICA,UTICA COMMUNITY ACTION INC
274,21211,NY,71,4060,"NEWBURGH CA COMMITTEE, INC","257 LIBERTY ST, PO BOX 1477",NEWBURGH,"NEWBURGH CA COMMITTEE, INC"
275,21212,NY,71,3730,"REGIONAL ECONOMIC CAP, INC",34 S ST,MIDDLETOWN,"REGIONAL ECONOMIC CAP, INC"
276,21213,NY,73,63,"ORLEANS COMMUNITY ACTION COMMITTEE, INC",29 E BANK ST,ALBION,"ORLEANS COMMUNITY ACTION COMMITTEE, INC"
277,21219,NY,77,1320,"OPPORTUNITIES FOR OTSEGO, INC",193 MAIN ST,COOPERSTOWN,"OPPORTUNITIES FOR OTSEGO, INC"
278,21226,NY,83,6110,COMMISSION ON EC OP FOR RENSSELAER CTY,403FULTON ST,TROY,COMMISSION ON EC OP FOR RENSSELAER CTY
279,21250,NY,89,880,"ST LAWRENCE CTY COM DEV PRO, INC","COR CT & JUDSON ST, BOX 152",CANTON,"ST LAWRENCE CTY COM DEV PRO, INC"
280,21256,NY,93,5550,"SCHENECTADY CAP, INC",75 LAFAYETTE ST,SCHENECTADY,"SCHENECTADY CAP, INC"
281,21260,NY,95,5180,"SCHOHARIE COUNTY CAP, INC","PO BOX 28, 22 MAIN ST",RICHMONDVILLE,"SCHOHARIE COUNTY CAP, INC"
282,21297,NY,103,4670,"ECON OPPOR COUNCIL OF SUFFOLK, INC",83 EAST MAIN ST,PATCHOGUE,"ECON OPPOR COUNCIL OF SUFFOLK, INC"
283,21306,NY,105,3230,SULLIVAN CTY COM TO HELP THE ECON,10 CHURCH ST,LIBERTY,SULLIVAN CTY COM TO HELP THE ECON
284,21312,NY,107,4580,"TIOGA OPPORTUNITIES PROGRAM, INC",68 N AVE,OWEGO,"TIOGA OPPORTUNITIES PROGRAM, INC"
285,21319,NY,109,2940,TOMPKINS COUNTY EO CORPORATION,121 E COURT STREET,ITHACA,TOMPKINS COUNTY EO CORPORATION
286,21326,NY,111,3060,"ULSTER COUNTY CA COMMITTEE, INC",286 WALL STREET,KINGSTON,"ULSTER COUNTY CA COMMITTEE, INC"
287,21340,NY,115,2820,"WASHINGTON COUNTY ECON OPPOR COUN, INC",122 MAIN ST,HUDSON FALLS,"WASHINGTON COUNTY ECON OPPOR COUN, INC"
288,21345,NY,117,3410,"WAYNE COUNTY ACTION PROGRAM, INC",PO BOX 149-RD #3,LYONS,"WAYNE COUNTY ACTION PROGRAM, INC"
289,21352,NY,119,6820,YONKERS CAP INC,138 S BROADWAY,YONKERS,YONKERS CAP INC
290,21370,NY,119,4120,NEW ROCHELLE COMMUNITY ACTION AGENCY INC,95 LINCOLN AVE,NEW ROCHELLE,NEW ROCHELLE COMMUNITY ACTION AGENCY INC
291,21388,NY,119,1870,WESTCHESTER COMMUNITY OPPOR INC,34-38 EAST MAIN ST,ELMSFORD,WESTCHESTER COMMUNITY OPPOR INC
294,21498,NY,61,4170,ARCHITECTS RENEWAL COMM IN HAREM INC,221 WEST 116TH,NEW YORK,ARCHITECTS RENEWAL COMM IN HAREM INC
295,21500,NY,119,6670,LEGAL AID SOCIETY OF WESTCHESTER COUNTY,56 GRAND STREET,WHITE PLAINS,LEGAL AID SOCIETY OF WESTCHESTER COUNTY
296,21564,NY,47,4170,CONSUMER ACT PROG OF BEDFORD-STUYVESANT,501 MARCY AVE.,BROOKLYN,CONSUMER ACT PROG OF BEDFORD-STUYVESANT
297,21890,NY,67,6010,"PEOPLES EQUAL ACT & COMMUN EFFORT, INC",117-119 GIFFORD ST,SYRACUSE,"PEOPLES EQUAL ACT & COMMUN EFFORT, INC"
298,22023,NY,119,4530,D S W INC,73 CROTON AVENUE,OSSINING,D S W INC
299,22066,NY,61,4170,HARLEM COMMONWEALTH COUNCIL,306 LENOX AVENUE,NEW YORK,HARLEM COMMONWEALTH COUNCIL
301,22077,NY,55,5230,PROGRAM FUNDING INC,375 STONE ROAD,ROCHESTER,PROGRAM FUNDING INC
302,22079,NY,61,4170,N E REGION MODEL CITIES CITIZENS UNION,41 UNION SQ WEST,NEW YORK,N E REGION MODEL CITIES CITIZENS UNION
303,22087,NY,47,4170,BEDFORD STUYVESANT REST CORP D&S CORP,1368 FULTON STREET,BROOKLYN,BEDFORD STUYVESANT REST CORP D&S CORP
304,22095,NY,1,50,RESEARCH FOUNDATION OF STATE UNIV OF NY,POST OFFICE BOX 7126,ALBANY,RESEARCH FOUNDATION OF STATE UNIV OF NY
305,22192,NY,119,0,SENECA NATION OF INDIANS,POST OFFICE BOX 61,IRVING,SENECA NATION OF INDIANS
341,30080,NY,93,5550,VOLUNTEERS FOR INTERNATIONAL TECH ASST,725 UNION STREET,SCHENECTADY,VOLUNTEERS FOR INTERNATIONAL TECH ASST
342,30081,NY,61,4170,LUTHERAN RESOURCES MOBILIZATION INC,231 MADISON AVENUE,NEW YORK,LUTHERAN RESOURCES MOBILIZATION INC
1402,90104,NY,61,4170,FOUNDATION FOR THE PEOPLES OF SO PACIFIC,101 WEST 55TH STREET,NEW YORK,FOUNDATION FOR THE PEOPLES OF SO PACIFIC
482,40037,NC,135,860,POPULATION SERVICES INC,105 N COLUMBIA STREET,CHAPEL HILL,POPULATION SERVICES INC
540,40226,NC,81,2170,AMER FRIENDS SERV COMMITT SOUTHEAST OFFI,PO BOX 1791 1818 S MAIN,HIGH POINT,AMER FRIENDS SERV COMMITT SOUTHEAST OFFI
547,40246,NC,1,700,ALAMANCE COUNTY COMMUNITY ACTION PROGRAM,BOX 38,BURLINGTON,ALAMANCE COUNTY COMMUNITY ACTION PROGRAM
552,40256,NC,7,3100,"ANSON-UNION CA COMMISSION, INC.",304 E JEFFERSON ST,MONROE,"ANSON-UNION CA COMMISSION, INC."
556,40274,NC,45,4180,"CLEVELAND COUNTY COMMUNITY ACTION, INC.","402 1/2 S LAFAYETTE , BOX 180",SHELBY,"CLEVELAND COUNTY COMMUNITY ACTION, INC."
560,40284,NC,47,5020,"SENCLAND COMMUNITY ACTION, INC.","PO BOX 329, 104 W SMITH ST",WHITEVILLE,"SENCLAND COMMUNITY ACTION, INC."
561,40285,NC,51,1670,"CUMBERLAND COMMUNITY ACTION PROGRAM, INC",503 HILLSBORO ST,FAYETTEVILLE,"CUMBERLAND COMMUNITY ACTION PROGRAM, INC"
563,40288,NC,65,3930,"NASH-EDGECOMBE ECONOMIC DEV, INC.",228 S CHURCH ST,ROCKY MOUNT,"NASH-EDGECOMBE ECONOMIC DEV, INC."
565,40293,NC,71,1180,"GASTON COMMUNITY ACTION, INC.",426 S SPARGO ST,DALLAS,"GASTON COMMUNITY ACTION, INC."
567,40306,NC,81,1940,"GUILFORD CO ECON OPP COUNCIL, INC",324 WEST MARKET BOX 300,GREENSBORO,"GUILFORD CO ECON OPP COUNCIL, INC"
570,40311,NC,89,2130,"WESTERN CAROLINA COMMUNITY ACTION, INC.","PO BOX 685, 639 MAPLE ST",HENDERSONVILLE,"WESTERN CAROLINA COMMUNITY ACTION, INC."
571,40313,NC,183,3750,"DIVISION OF EO, DEPT, OF SOCIAL SERVICES",PO BOX 2599,RALEIGH,"DIVISION OF EO, DEPT, OF SOCIAL SERVICES"
572,40314,NC,99,4900,"MOUNTAIN PROJECTS, INC.","RT 1, BOX 417 D",WAYNESVILLE,"MOUNTAIN PROJECTS, INC."
573,40315,NC,101,4230,"JOHNSTON COUNTY COMMUNITY ACTION, INC.",PO DRAWER 1435,SMITHFIELD,"JOHNSTON COUNTY COMMUNITY ACTION, INC."
574,40319,NC,113,1710,MACON PROGRAM FOR PROGRESS,50 E MAIN,FRANKLIN,MACON PROGRAM FOR PROGRESS
575,40320,NC,125,790,"SANDHILLS COMMUNITY ACTION PROGRAM, INC.",PO BOX 917,CARTHAGE,"SANDHILLS COMMUNITY ACTION PROGRAM, INC."
577,40325,NC,133,2330,"ONSLOW COUNTY FUND, INC.",PO DRAWER X,JACKSONVILLE,"ONSLOW COUNTY FUND, INC."
579,40333,NC,135,780,"THE JOINT ORANGE-CHATHAM CA, INC.","PO BOX 27, 31 E SALISBURY ST",PITTSBORO,"THE JOINT ORANGE-CHATHAM CA, INC."
580,40335,NC,41,1440,"ECONOMIC IMPROVEMENT COUNCIL, INC.",PO BOX 549,EDENTON,"ECONOMIC IMPROVEMENT COUNCIL, INC."
582,40340,NC,159,4070,"SALISBURY-ROWAN COMM SERVICE COUN, INC.","1300 W BANK ST, PO BOX 631",SALISBURY,"SALISBURY-ROWAN COMM SERVICE COUN, INC."
584,40359,NC,173,875,QUALLA INDIAN BOUNDRAY PROJECTS,PO BOX 427,CHEROKEE,QUALLA INDIAN BOUNDRAY PROJECTS
585,40362,NC,183,3750,SHAW UNIVERSITY-DEPT OF EXTENSION EDUCA,118 SOUTH STREET,RALEIGH,SHAW UNIVERSITY-DEPT OF EXTENSION EDUCA
586,40363,NC,183,3750,"WAKE COUNTY OPPORTUNITIES, INCORPORATED","418 20 S MCDOWELL ST, BOX 726",RALEIGH,"WAKE COUNTY OPPORTUNITIES, INCORPORATED"
591,40378,NC,189,560,"W.A.M.Y. COMMUNITY ACTION, INC.",PO BOX 552,BOONE,"W.A.M.Y. COMMUNITY ACTION, INC."
592,40379,NC,59,570,"YADKIN VALLEY ECONOMIC DEV DISTRICT, INC",BOX 328 RIVER RD,BOONVILLE,"YADKIN VALLEY ECONOMIC DEV DISTRICT, INC"
603,40405,NC,135,860,ORANGE CHATHAM COMP HEALTH SERVICES,BOX 2391,CHAPEL HILL,ORANGE CHATHAM COMP HEALTH SERVICES
605,40407,NC,63,1360,UNITED DURHAM INC,BOX 1349,DURHAM,UNITED DURHAM INC
608,40412,NC,63,1360,REG ED LAB FOR CAROLINAS-VIRGINIA,MUTUAL PLAZA,DURHAM,REG ED LAB FOR CAROLINAS-VIRGINIA
610,40418,NC,1,4860,NORTH CAROLINA STATE UNIVERSITY,,WASHINGTON,NORTH CAROLINA STATE UNIVERSITY
614,40429,NC,67,5120,LEGAL AID FOUNDATION WINSTON S FORSYTH C,300 GOVERNMENT CENTER,WINSTON SALEM,LEGAL AID FOUNDATION WINSTON S FORSYTH C
628,40463,NC,81,1940,BEHAVIORAL INSTITUTE OF MARYLAND,HODGIN HALL-A T STATE UNIVERSI,GREENSBORO,BEHAVIORAL INSTITUTE OF MARYLAND
635,40475,NC,185,2865,SOUL CITY FOUNDATION INC,POST OFFICE BOX 38,MANSON,SOUL CITY FOUNDATION INC
642,40491,NC,155,3550,LUMBREE REGIONAL DEVELOPMENT ASSN INC,PO BOX 637,PEMBROKE,LUMBREE REGIONAL DEVELOPMENT ASSN INC
644,40493,NC,21,170,OPPORTUNITY CORP OF MADISON-BUNCOMBE CNT,133 LIVINGSTON ST,ASHEVILLE,OPPORTUNITY CORP OF MADISON-BUNCOMBE CNT
645,40494,NC,27,2590,"BLUE RIDGE COMMUNITY ACTION, INC.","PO BOX 178, 117 W COLLEGE AVE",LENOIR,"BLUE RIDGE COMMUNITY ACTION, INC."
646,40500,NC,31,350,"CARTERET COMMUNITY ACTION, INC.",DRAWER 90,BEAUFORT,"CARTERET COMMUNITY ACTION, INC."
649,40507,NC,39,80,"FOUR SQUARE COMMUNITY ACTION, INC.",PO BOX K,ANDREWS,"FOUR SQUARE COMMUNITY ACTION, INC."
654,40519,NC,49,3250,"COASTAL PROGRESS, INC.",409 GEORGE ST,NEW BERN,"COASTAL PROGRESS, INC."
659,40526,NC,57,2620,"DAVIDSON COUNTY COMMUNITY ACTION, INC.",PO BOX 389,LEXINGTON,"DAVIDSON COUNTY COMMUNITY ACTION, INC."
661,40532,NC,61,3980,"COMMUNITY ACTION COUNCIL, INC.","PO DRAWER 608, CHURCH ST",ROSE HILL,"COMMUNITY ACTION COUNCIL, INC."
663,40537,NC,63,1360,"OPERATION BREAKTHROUGH, INC.",908 E MAIN ST,DURHAM,"OPERATION BREAKTHROUGH, INC."
666,40543,NC,67,5120,"EXPERIMENT IN SELF RELIANCE, INC.",601 N MAIN ST,WINSTON SALEM,"EXPERIMENT IN SELF RELIANCE, INC."
672,40554,NC,79,4250,"GREENE LAMP, INCORPORATED",224 N GREENE ST,SNOW HILL,"GREENE LAMP, INCORPORATED"
675,40572,NC,91,3220,"CHOANOKE AREA DEVELOPMENT ASSOC, INC.",PO BOX 280,MURFREESBORO,"CHOANOKE AREA DEVELOPMENT ASSOC, INC."
678,40577,NC,97,4430,"I CARE, INC.",502 S CENTER ST,STATESVILLE,"I CARE, INC."
683,40591,NC,117,5050,"MARTIN COUNTY COMMUNITY ACTION, INC.","101 N HAUGHTON ST, PO BOX 806",WILLIAMSTON,"MARTIN COUNTY COMMUNITY ACTION, INC."
685,40593,NC,119,870,"CHARLOTTE AREA FUND, INC.",314 W TRADE ST,CHARLOTTE,"CHARLOTTE AREA FUND, INC."
692,40621,NC,153,2560,"TRI-COUNTY COMMUNITY ACTION, INC.",241 MAIN ST,LAURINBURG,"TRI-COUNTY COMMUNITY ACTION, INC."
697,40644,NC,181,2120,"FRANKLIN-VANCE-WARREN OPPORTUNITY, INC.","PO BOX 1453, 116 YOUNG ST",HENDERSON,"FRANKLIN-VANCE-WARREN OPPORTUNITY, INC."
698,40650,NC,183,3750,MIGRANT AND SEASONAL FARMWORKERS ASSN,723 W. JOHNSON ST,RALEIGH,MIGRANT AND SEASONAL FARMWORKERS ASSN
702,40668,NC,135,860,WAYNE ACTION GROUP FOR ECONOMIC SOLVENCY,"PO BOX 1638, 300 N VIRGINIA S",GOLDSBORO,WAYNE ACTION GROUP FOR ECONOMIC SOLVENCY
704,40671,NC,193,5040,"BLUE RIDGE OPPORTUNITY COMMISSION, INC.",PO BOX 756,WILKESBORO,"BLUE RIDGE OPPORTUNITY COMMISSION, INC."
753,41412,NC,63,1360,LOW INCOME HOUSING DEVELOPMENT CORP N C,BOX 1108,DURHAM,LOW INCOME HOUSING DEVELOPMENT CORP N C
757,41600,NC,49,3250,NORTH CAROLINA RURAL FUND FOR DEVELOP,PO BX 3415 728 CLERMONT ROAD,NEW BERN,NORTH CAROLINA RURAL FUND FOR DEVELOP
760,41668,NC,135,860,UNIV OF NC AT CHAPEL HILL,BOX 229,CHAPEL HILL,UNIV OF NC AT CHAPEL HILL
1281,80040,ND,85,1125,STANDING ROCK INDUSTRIES,TIRBAL BLDG,FORT YATES,STANDING ROCK INDUSTRIES
1315,80883,ND,5,1117,DEVILS LAKE SIOUX TRIBE-COUNCIL,FTC,FORT TOTTEN,DEVILS LAKE SIOUX TRIBE-COUNCIL
1316,80888,ND,15,370,NORTH DAKOTA SEOO AND CAA,STATE CAPITAL,BISMARCK,NORTH DAKOTA SEOO AND CAA
1317,80891,ND,17,1020,SOUTHEASTERN NO DAKOTA COMM ACTION AGY,670 4TH AVE NORTH P O BOX 2871,FARGO,SOUTHEASTERN NO DAKOTA COMM ACTION AGY
1318,80914,ND,61,2345,THREE AFFILIATED TRIBES TRIBAL COUNCIL,PO BOX 605,NEW TOWN,THREE AFFILIATED TRIBES TRIBAL COUNCIL
1319,80926,ND,79,265,TURTLE MTN BAND OF CHIPPEWA INDIANS,BOX 1B,BELCOURT,TURTLE MTN BAND OF CHIPPEWA INDIANS
1320,80936,ND,85,1125,STANDING ROCK SIOUX TRIBE,FORT YATES,FORT YATES,STANDING ROCK SIOUX TRIBE
782,50064,OH,35,0,CLEVELAND COMMUNITY HEALTH NETWORK INC.,3134 EUCLID AVE RM 304,CLEVELAND,CLEVELAND COMMUNITY HEALTH NETWORK INC.
904,50770,OH,3,4220,LIMA-ALLEN CNT COMM ACTION COMMISSION,MEM HALL ELM & ELIZABETH STS,LIMA,LIMA-ALLEN CNT COMM ACTION COMMISSION
905,50772,OH,7,330,ASHTABULA COUNTY COMMUNITY ACTION AGENCY,4538 MAIN AVE,ASHTABULA,ASHTABULA COUNTY COMMUNITY ACTION AGENCY
906,50776,OH,11,1430,AUGLAIZE-MERCER COS COMMUNITY ACTION CO,ROUTE 4 PO BOX 79D,CELINA,AUGLAIZE-MERCER COS COMMUNITY ACTION CO
907,50779,OH,13,7200,CA COMMISSION OF BELMONT COUNTY,135 E MAIN ST,ST CLAIRSVILLE,CA COMMISSION OF BELMONT COUNTY
908,50782,OH,13,8550,KNO-HO-CO COMMUNITY ACTION COMMISSION,RT #3,WARSAW,KNO-HO-CO COMMUNITY ACTION COMMISSION
909,50789,OH,15,2104,"ADAMS-BROWN CNT E O, INC.",BOX 78,DECATUR,"ADAMS-BROWN CNT E O, INC."
910,50795,OH,17,3260,BUTLER CNT COMMUNITY ACTION COMMISSION,119 S FRONT ST,HAMILTON,BUTLER CNT COMMUNITY ACTION COMMISSION
911,50805,OH,23,7800,"CITIZENS OPPORTUNITY PROGRAM, INC.",CITY BUILDING,SPRINGFIELD,"CITIZENS OPPORTUNITY PROGRAM, INC."
912,50819,OH,35,1680,COUNCIL FOR ECON OPP IN GREATER CLEVELND,1350 W THIRD ST,CLEVELAND,COUNCIL FOR ECON OPP IN GREATER CLEVELND
913,50841,OH,45,4050,CAP COMM OF LANCASTER-FAIRFIELD CTY,"201 S BROAD, RM 515",LANCASTER,CAP COMM OF LANCASTER-FAIRFIELD CTY
914,50845,OH,47,8570,CA COMMISSION OF FAYETTE COUNTY,110 E MARKET ST,WASHINGTON C.H.,CA COMMISSION OF FAYETTE COUNTY
915,50849,OH,49,1800,COLUMBUS METROPOLITAN AREA CA ORG,315 E LONG ST,COLUMBUS,COLUMBUS METROPOLITAN AREA CA ORG
916,50858,OH,49,1800,DEPARTMENT OF ECON & COM DEV,8 E LONG ST,COLUMBUS,DEPARTMENT OF ECON & COM DEV
917,50859,OH,49,1800,OHIO STATE LEGAL SERVICES ASSOC,33 WEST 11TH AVENUE,COLUMBUS,OHIO STATE LEGAL SERVICES ASSOC
918,50867,OH,57,8965,CENTRAL STATE UNIVERSITY,,WILBERFORCE,CENTRAL STATE UNIVERSITY
919,50883,OH,61,1610,CA COMMISSION OF THE CINCINNATI AREA,1525 LINN ST,CINCINNATI,CA COMMISSION OF THE CINCINNATI AREA
920,50907,OH,63,2610,HHWP - CAC,321 CLINTON COURT,FINDLAY,HHWP - CAC
921,50910,OH,71,3520,HIGHLAND COUNTY COMMUNITY ACTION ORG,338 W MAIN ST,HILLSBORO,HIGHLAND COUNTY COMMUNITY ACTION ORG
922,50914,OH,73,4340,TRI-COUNTY COMMUNITY ACTION AGENCY,RT 3 BOX 102,ATHENS,TRI-COUNTY COMMUNITY ACTION AGENCY
923,50927,OH,87,3700,IRONTON-LAWRENCE COUNTY AREA C.A.O.,516 VERNON ST,IRONTON,IRONTON-LAWRENCE COUNTY AREA C.A.O.
924,50935,OH,89,5570,LICKING ECONOMIC ACTION DEV STUDY,21 S FIRST ST,NEWARK,LICKING ECONOMIC ACTION DEV STUDY
925,50941,OH,93,4360,LORAIN COUNTY EO COMMITTEE INC.,1769 E 28TH ST,LORAIN,LORAIN COUNTY EO COMMITTEE INC.
926,50946,OH,95,8120,ECONOMIC OPPORTUNITY PLANNING ASSO.,2023 COLLINGWOOD BLVD.,TOLEDO,ECONOMIC OPPORTUNITY PLANNING ASSO.
927,50962,OH,101,4740,MARION-CRAWFORD CA COMMISSION,2375 HARDING HWY E,MARION,MARION-CRAWFORD CA COMMISSION
928,50965,OH,105,6660,GALLIA-MEIGS CORP FOR COMMUNITY ACTION,BOX 686,POMEROY,GALLIA-MEIGS CORP FOR COMMUNITY ACTION
929,50989,OH,113,2090,SUPPORTING COUNCIL ON PREVENTIVE EFFORT,AREA A BLDG 287 PO BOX 33019,WRIGHT PATTERSON,SUPPORTING COUNCIL ON PREVENTIVE EFFORT
930,50995,OH,119,9260,"MUSKINGUM EO ACTION GROUP, INC.","MUNICIPAL AUD, 324 SHINNICK S",ZANESVILLE,"MUSKINGUM EO ACTION GROUP, INC."
931,50997,OH,121,1230,GUERNSEY-MONRO-NOBLE TRI-CNT C A COM,CT HOUSE,CALDWELL,GUERNSEY-MONRO-NOBLE TRI-CNT C A COM
932,50998,OH,129,1620,"PICKAWAY COUNTY CA ORGANIZATION, INC.",165 E MAIN ST,CIRCLEVILLE,"PICKAWAY COUNTY CA ORGANIZATION, INC."
933,51000,OH,131,8610,COMMUNITY ACTION COMM OF PIKE CNT,107 1/2 E SECOND ST,WAVERLY,COMMUNITY ACTION COMM OF PIKE CNT
934,51008,OH,133,6830,"CA COUNCIL OF PORTAGE COUNTY, INC.",270 S CHESTNUT ST,RAVENNA,"CA COUNCIL OF PORTAGE COUNTY, INC."
935,51015,OH,139,4680,MANSFIELD-RICHLAND-MORROW COS COMM TOAP,55 N MULBERRY ST,MANSFIELD,MANSFIELD-RICHLAND-MORROW COS COMM TOAP
936,51020,OH,141,1580,ROSS COUNTY COMMUNITY ACTION COMM,120 W MAIN ST,CHILLICOTHE,ROSS COUNTY COMMUNITY ACTION COMM
937,51036,OH,143,2760,"WSOS COMMUNITY ACTION COMMISSION, INC.","PO BOX 671, 414 LIME ST",FREMONT,"WSOS COMMUNITY ACTION COMMISSION, INC."
938,51037,OH,145,5610,SCIOTO COUNTY CA ORGANIZATION,805 CHILLICOTHE ST,PORTSMOUTH,SCIOTO COUNTY CA ORGANIZATION
