Grantmaker.Name,Grantmaker.State,Recipient.Name,Recipient.City,Recipient.State.Country,Year.Authorized,Grant.Amount,Grantmaker.Type,Recipient.Type
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,15000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,2000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,15000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,1300,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,1000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,90000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,12000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,9000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,90000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,12000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,12500,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,1500,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,20000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,32659,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,1000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,50000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,1000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,15000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,2000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,20000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,20000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,50000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2007,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2007,2500,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,80000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,10000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,5000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,1000,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,750,Foundation,Hybrid
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,24500,Foundation,Hybrid
Sunlight Giving,CA,Asian Americans for Community Involvement,San Jose,CA,2015,5000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Asian Americans for Community Involvement,San Jose,CA,2011,10000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Asian Americans for Community Involvement,San Jose,CA,2010,5000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Asian Americans for Community Involvement,San Jose,CA,2010,10000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Asian Americans for Community Involvement,San Jose,CA,2009,7000,Foundation,Hybrid
The California Endowment,CA,Asian Americans for Community Involvement,San Jose,CA,2014,1500,Foundation,Hybrid
The California Wellness Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,175000,Foundation,Hybrid
The California Wellness Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,250000,Foundation,Hybrid
The Cleveland Foundation,OH,Asian Americans for Community Involvement,San Jose,CA,2003,30000,Foundation,Hybrid
The Coca-Cola Foundation,GA,Asian Americans for Community Involvement,San Jose,CA,2012,25000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2014,60000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,22570,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,60000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,55000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,30000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,50000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,30000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,18500,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,60000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2006,40000,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2006,15075,Foundation,Hybrid
The David and Lucile Packard Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2005,20000,Foundation,Hybrid
The East Bay Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,75000,Foundation,Hybrid
The East Bay Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,75000,Foundation,Hybrid
The East Bay Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,75000,Foundation,Hybrid
The East Bay Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,75000,Foundation,Hybrid
The East Bay Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,75879,Foundation,Hybrid
The East Bay Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,74121,Foundation,Hybrid
The Gordon N. and Anita T. Chan Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,11750,Foundation,Hybrid
The PG&E Corporation Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2015,2900,Foundation,Hybrid
The PG&E Corporation Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2014,2900,Foundation,Hybrid
The PG&E Corporation Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,20000,Foundation,Hybrid
The PG&E Corporation Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,6765,Foundation,Hybrid
The PG&E Corporation Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,19000,Foundation,Hybrid
The PG&E Corporation Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,Foundation,Hybrid
The Raymond Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2014,10000,Foundation,Hybrid
The Raymond Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,10000,Foundation,Hybrid
The Raymond Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2005,30000,Foundation,Hybrid
The Sharks Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,25000,Foundation,Hybrid
Tides Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2015,10000,Foundation,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2017,239061,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2016,35000,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2016,360620,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2016,509000,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2016,239061,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2016,43300,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2015,360620,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2015,62905,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2015,197094,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2014,866667,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2014,1173529,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2014,193754,FED,Hybrid
United States Department of Health and Human Services,DC,Asian Americans for Community Involvement,San Jose,CA,2014,368205,FED,Hybrid
WDG Family Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2014,2000,Foundation,Hybrid
WDG Family Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,3250,Foundation,Hybrid
Wells Fargo Foundation,MN,Asian Americans for Community Involvement,San Jose,CA,2009,7500,Foundation,Hybrid
Wells Fargo Foundation,MN,Asian Americans for Community Involvement,San Jose,CA,2008,10000,Foundation,Hybrid
Westly Foundation,DE,Asian Americans for Community Involvement,San Jose,CA,2015,15000,Foundation,Hybrid
Westly Foundation,DE,Asian Americans for Community Involvement,San Jose,CA,2007,3500,Foundation,Hybrid
Westly Foundation,DE,Asian Americans for Community Involvement,San Jose,CA,2006,3500,Foundation,Hybrid
Women's Foundation of California,CA,Asian Americans for Community Involvement,San Jose,CA,2010,20000,Foundation,Hybrid
Women's Foundation of California,CA,Asian Americans for Community Involvement,San Jose,CA,2009,10000,Foundation,Hybrid
Yen Chuang Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,4000,Foundation,Hybrid
AmazonSmile Foundation,WA,Asian Americans for Equality,New York City,NY,2014,52,Foundation,Hybrid
American Express Foundation,NY,Asian Americans for Equality,New York City,NY,2015,30,Foundation,Hybrid
Brooklyn Community Foundation,NY,Asian Americans for Equality,New York City,NY,2013,200000,Foundation,Hybrid
Brooklyn Community Foundation,NY,Asian Americans for Equality,New York City,NY,2010,25000,Foundation,Hybrid
Brooklyn Community Foundation,NY,Asian Americans for Equality,New York City,NY,2006,50000,Foundation,Hybrid
Brooklyn Community Foundation,NY,Asian Americans for Equality,New York City,NY,2005,50000,Foundation,Hybrid
Brooklyn Community Foundation,NY,Asian Americans for Equality,New York City,NY,2004,50000,Foundation,Hybrid
Capital One Foundation,VA,Asian Americans for Equality,New York City,NY,2014,50000,Foundation,Hybrid
Capital One Foundation,VA,Asian Americans for Equality,New York City,NY,2011,49000,Foundation,Hybrid
Capital One Foundation,VA,Asian Americans for Equality,New York City,NY,2007,20000,Foundation,Hybrid
Carnegie Corporation of New York,NY,Asian Americans for Equality,New York City,NY,2005,25000,Foundation,Hybrid
Carnegie Corporation of New York,NY,Asian Americans for Equality,New York City,NY,2004,90000,Foundation,Hybrid
Cathay Bank Foundation,CA,Asian Americans for Equality,New York City,NY,2015,25000,Foundation,Hybrid
Cathay Bank Foundation,CA,Asian Americans for Equality,New York City,NY,2014,20000,Foundation,Hybrid
Cathay Bank Foundation,CA,Asian Americans for Equality,New York City,NY,2012,20000,Foundation,Hybrid
Cathay Bank Foundation,CA,Asian Americans for Equality,New York City,NY,2008,25000,Foundation,Hybrid
Cathay Bank Foundation,CA,Asian Americans for Equality,New York City,NY,2007,5000,Foundation,Hybrid
Citi Foundation,NY,Asian Americans for Equality,New York City,NY,2010,25000,Foundation,Hybrid
Citi Foundation,NY,Asian Americans for Equality,New York City,NY,2009,25000,Foundation,Hybrid
Citi Foundation,NY,Asian Americans for Equality,New York City,NY,2008,10000,Foundation,Hybrid
Citi Foundation,NY,Asian Americans for Equality,New York City,NY,2008,25000,Foundation,Hybrid
