Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,1750,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2013,10000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,50000,Program development;,"For the Asian American Voices project, which facilitates immigrant integration through film, dialogue, multimedia and community engagement programs to deepen understanding of immigrant experiences and contributions",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,5000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,1000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,150000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,15000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2012,10000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,10000,Program development;,For Project PLUS,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,15000,Continuing support; Program development;,For Senior Wellness Program,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,2000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,5000,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,15000,Program development;,"For Asian Women's Home, Asian domestic violence shelter",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,1300,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,1000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,90000,Recordings; Online media; Program development;,"For Asian American Voices project, to increase understanding of Asian American immigrant experience to help immigrant integration in Santa Clara County, using community dialogues with non-immigrant communities, DVD and Discussion Kits, Community Educator Training, interactive website, and social media campaign",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,12000,Program development;,For support to expand Census 2010 outreach in Hard to Count areas of San Jose,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,9000,,For AACI Census 2010 Outreach Project,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,90000,Recordings;Online media;Program development;,"For Asian American Voices project, to increase understanding of Asian American immigrant experience to help immigrant integration in Santa Clara County, using community dialogues with non-immigrant communities, DVD and Discussion Kits, Community Educator Training, interactive website, and social media campaign",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,12000,Program development;,For support to expand Census 2010 outreach in Hard to Count areas of San Jose,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,,For the Asian Women's Shelter,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,12500,Program development;,For Senior Wellness Program,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,,For renovation of two bedrooms at emergency shelter for victims of domestic violence,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,5000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,1500,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2010,20000,Program development;,For general operating for Domestic Violence Program: Asian Women's Home shelter,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,32659,Program development;,For Domestic Violence Program: Asian Womens Home,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,1000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,10000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,50000,Program development;,For Silicon Valley Asian American Voices Project to create multimedia tools that capture local Asian American stories,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,1000,Conferences and exhibits;,"To cover air, registration and hotel expenses related to the Immigrant Integration Conference in Denver CO",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,15000,Continuing support;Program development;,For Asian Women's Home,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,10000,Program development;,For Project PLUS,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,5000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2009,2000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,5000,General support;,For general support,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,10000,Program development;,For support of Youth Support Group Program,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,20000,Capital and infrastructure;Equipment;,"For systems replacement plan, which will provide assessment of 20-year repair and replacement needs and costs for nonprofit facility",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,20000,System and operational improvements;,"For operational management, through Community Investment Fund",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2008,50000,Program development;,For Asian Women's Home shelter,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2007,10000,Program development;,For Senior Wellness Program,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2007,2500,,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2011,80000,Program development;,"To facilitate immigrant integration in Santa Clara County by using film, dialogue, and other multimedia tools to deepen understanding of immigrant experience, build trust between diverse communities, and empower individuals to take action in support of immigrant newcomers",Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,10000,Program development;,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,5000,Program development;,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,1000,Program development;,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,750,Program development;,,Community,Mixed
Silicon Valley Community Foundation,CA,Asian Americans for Community Involvement,San Jose,CA,2016,24500,Program development;,,Community,Mixed
