Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
"Communities Foundation of Texas, Inc.",TX,Hispanic 100,Dallas,TX,2014,435,Program development;,For North Texas Giving Day 2013,Private,Advocacy
The Allstate Foundation,IL,Hispanic 100 Foundation,Irvine,CA,2014,1000,General support;,General Operating Support,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2015,500,Program development;,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2014,500,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2013,1000,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2012,1000,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2011,1000,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2010,1000,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2009,2500,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2008,2500,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2007,2500,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Hispanic Academic Achievers,Pasco,WA,2006,2500,,,Private,Service
"Blue Cross and Blue Shield of Minnesota Foundation, Inc.",MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2013,50000,Research;,For Joyce Preschool Community-Based Participatory Research project,Private,Advocacy
Charles K. Blandin Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2011,10000,"Policy, advocacy and systems reform; Program development; Research; ",For Minnesota Latino Census Data Project,Private,Advocacy
General Mills Inc,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2004,10000,Research and evaluation; Program development;,For The Other Family: How Gangs Impact Latino Families and Communities,Private,Advocacy
Mardag Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2003,11650,,,Private,Advocacy
Otto Bremer Trust,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2012,75000,Program development;,For capacity-building training to emerging Latino nonprofit leaders,Private,Advocacy
Otto Bremer Trust,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2007,35000,Capacity-building and technical assistance;,To implement organizational development plan,Private,Advocacy
Otto Bremer Trust,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2006,60000,Financial sustainability; Capacity-building and technical assistance; Program development;,To implement organizational development plan,Private,Advocacy
Otto Bremer Trust,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2003,25000,Capacity-building and technical assistance;Program development;General support;,For operating support and implementation of strategic plan,Private,Advocacy
The Cargill Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2014,25000,Program development;,Program/Project,Private,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2012,25000,Program development;Systems reform;,For efforts in improving Latino early childhood care practices,Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2010,75000,Program development;,For Learning Together: Fortifying the English Language Learning program in Minneapolis Public Schools,Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2009,40080,Equal access;Program evaluations;Research;Program development;,"For participatory evaluation, action research, advocacy, communications and organizing for third year of work by Brown Power Base Project partners supported by Minnesota Dream Fund",Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2008,38680,Program development; Equal access;,For Brown Power Base Project,Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2008,38680,Program development;Equal access;,For Brown Power Base Project,Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2007,34680,Program development; Equal access;,For one year of responsibilities and components of Brown Power Project Collaborative,Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2004,14000,Research;,For research on Economic Impact of Latino Entrepreneurship,Community,Advocacy
The Minneapolis Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2004,14000,Research;,"For research project, Other Family: How Gangs Impact Latino Families and Communities",Community,Advocacy
The Saint Paul Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2015,16520,,,Private,Advocacy
The Saint Paul Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2015,16520,,Multiple grants for multiple purposes,Private,Advocacy
The Saint Paul Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2012,35000,,For multiple grants for multiple purposes,Private,Advocacy
The Saint Paul Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2004,20000,Research;,Toward Drivers Licenses for Undocumented Worker Research Project,Private,Advocacy
"The Vernon K. Krieble Foundation, Inc.",CO,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2014,5000,General support;,General purpose,Private,Advocacy
"The Vernon K. Krieble Foundation, Inc.",CO,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2010,10000,General support;,For general purpose,Private,Advocacy
Travelers Foundation,MN,Hispanic Advocacy and Community Empowerment through Research,Minneapolis,MN,2003,15000,Public engagement and education;Research;Publications;,"For project support for study, The Other Family: How Gangs Impact Latino Families and Communities and its dissemination",Private,Advocacy
The Prudential Foundation,NJ,Hispanic Affairs and Resource Center of Monmouth County,Asbury Park,NJ,2014,325,,Matching gift to civic agency,Private,Service
The Prudential Foundation,NJ,Hispanic Affairs and Resource Center of Monmouth County,Asbury Park,NJ,2007,1000,,,Private,Service
The Prudential Foundation,NJ,Hispanic Affairs and Resource Center of Monmouth County,Asbury Park,NJ,2006,250,,,Private,Service
Brett Family Foundation,CO,Hispanic Affairs Project,Montrose,CO,2015,2500,General support;,Operating support,Private,Advocacy
Brett Family Foundation,CO,Hispanic Affairs Project,Montrose,CO,2014,1000,General support;,Operating support,Private,Advocacy
Brett Family Foundation,CO,Hispanic Affairs Project,Montrose,CO,2012,3000,General support;,Operating support,Private,Advocacy
Fidelity Charitable Gift Fund,OH,Hispanic Affairs Project,Montrose,CO,2015,500,,,Private,Advocacy
General Service Foundation,CO,Hispanic Affairs Project,Montrose,CO,2016,70000,General support;,For general support,Private,Advocacy
General Service Foundation,CO,Hispanic Affairs Project,Montrose,CO,2015,15000,General support;Grassroots organizing;,For General Support.,Private,Advocacy
General Service Foundation,CO,Hispanic Affairs Project,Montrose,CO,2015,20000,Program development;,For Immigration Legal Assistance Program.,Private,Advocacy
General Service Foundation,CO,Hispanic Affairs Project,Montrose,CO,2013,15000,General support;Public engagement and education;,For General Support,Private,Advocacy
Gill Foundation,CO,Hispanic Affairs Project,Montrose,CO,2013,15000,General support;,For general operating support,Private,Advocacy
Gill Foundation,CO,Hispanic Affairs Project,Montrose,CO,2012,15000,General support;,For general operating support,Private,Advocacy
Telluride Foundation,CO,Hispanic Affairs Project,Montrose,CO,2015,9000,General support;,Operations,Private,Advocacy
The Colorado Trust,CO,Hispanic Affairs Project,Montrose,CO,2015,5000,,Health Equity Learning Series Viewing Parties Phase II 02,Community,Advocacy
The Colorado Trust,CO,Hispanic Affairs Project,Montrose,CO,2015,10000,,Support Operations,Community,Advocacy
The Colorado Trust,CO,Hispanic Affairs Project,Montrose,CO,2015,40000,,Support Operations,Community,Advocacy
The Colorado Trust,CO,Hispanic Affairs Project,Montrose,CO,2013,1000,Program development;,For Health Equity Learning Series Viewing Parties,Community,Advocacy
The Wolcott Family Foundation,CO,Hispanic Affairs Project,Montrose,CO,2015,4000,Program development;,Overall efforts focusing on 1) immigrant rights and community integration 2) capacity building 3) civic engagement 4) Immigrant advocacy.,Private,Advocacy
The Wolcott Family Foundation,CO,Hispanic Affairs Project,Montrose,CO,2014,5000,Program development;,Overall efforts focusing on 1) immigrant rights and community integration 2) capacity building 3) civic engagement 4) Immigrant advocacy,Private,Advocacy
The Wolcott Family Foundation,CO,Hispanic Affairs Project,Montrose,CO,2013,2500,Program development;,Overall efforts focusing on 1) immigrant rights and community integration 2) capacity building 3) civic engagement 4) Immigrant advocacy,Private,Advocacy
Wells Fargo Foundation,MN,Hispanic Affairs Project,Montrose,CO,2015,500,Program development;,"Support of community development education, and human services",Private,Advocacy
Avrum Katz Foundation,OH,Hispanic AIDS Forum,New York City,NY,2007,1000,,,Private,Service
H. van Ameringen Foundation,NY,Hispanic AIDS Forum,New York City,NY,2012,50000,,Various,Private,Service
H. van Ameringen Foundation,NY,Hispanic AIDS Forum,New York City,NY,2010,50000,,,Private,Service
The CME Community Foundation,IL,Hispanic AIDS Forum,New York City,NY,2009,5000,,,Community,Service
The CME Community Foundation,IL,Hispanic AIDS Forum,New York City,NY,2004,7500,,,Community,Service
The M.A.C. AIDS Fund,NY,Hispanic AIDS Forum,New York City,NY,2008,15000,Program development;,For AIDS Prevention/Care,Private,Service
The M.A.C. AIDS Fund,NY,Hispanic AIDS Forum,New York City,NY,2006,15000,,,Private,Service
The New York Community Trust,NY,Hispanic AIDS Forum,New York City,NY,2013,50000,Program development;,For HIV prevention and testing program for gay Latino men in the Bronx,Community,Service
Verizon Foundation,NJ,Hispanic AIDS Forum,New York City,NY,2006,20000,Continuing support;,,Private,Service
Verizon Foundation,NJ,Hispanic AIDS Forum,New York City,NY,2005,10000,,,Private,Service
Verizon Foundation,NJ,Hispanic AIDS Forum,New York City,NY,2003,10000,General support;,For unrestricted support,Private,Service
William T. Grant Foundation,NY,Hispanic AIDS Forum,New York City,NY,2010,25000,Program development;,For Latino Youth in Action Program,Private,Service
